kodifikasi,nama,lokasi,kotamadya,kecamatan,kelurahan,luas,jenis
823031026,JH Wuluh, Jl. Wuluh , Jakarta Barat , Palmerah , Jati Pulo ,950, Jalur Hijau Jalan 
823031024,JH Kemuning, Jl. Kemuning , Jakarta Barat , Palmerah , Jati Pulo ,1000, Jalur Hijau Jalan 
823031022,JH Cempaka (Kota Bambu Utara), Jl. Cempaka , Jakarta Barat , Palmerah , Jati Pulo ,330, Jalur Hijau Jalan 
823031020,JH Tomang Asli, Jl. Tomang Asli , Jakarta Barat , Palmerah , Jati Pulo ,1040, Jalur Hijau Jalan 
823031027,JH Wijaya Raya, Jl. Wijaya Raya , Jakarta Barat , Palmerah , Jati Pulo ,950, Jalur Hijau Jalan 
823031025,JH Nusa Indah, Jl. Nusa Indah , Jakarta Barat , Palmerah , Jati Pulo ,300, Jalur Hijau Jalan 
823031023,JH Plamboyant, Jl. Plamboyant , Jakarta Barat , Palmerah , Jati Pulo ,1020, Jalur Hijau Jalan 
823031021,JH Mangga (Kota Bambu Utr), Jl. Mangga , Jakarta Barat , Palmerah , Jati Pulo ,600, Jalur Hijau Jalan 
823031019,JH Kamboja, Jl. Kamboja , Jakarta Barat , Palmerah , Jati Pulo ,2250, Jalur Hijau Jalan 
823031006,JH Anggrek Garuda, Jl. Anggrek Garuda , Jakarta Barat , Palmerah , Kemanggisan ,1700, Jalur Hijau Jalan 
823031004,JH S Parman (Palmerah), Jl. S Parman , Jakarta Barat , Palmerah , Kemanggisan ,16875, Jalur Hijau Jalan 
823031002,JH Peta Barat (Palmerah), Jl. Kemanggisan Raya , Jakarta Barat , Palmerah , Kemanggisan ,2300, Jalur Hijau Jalan 
823031011,JH Kemanggisan Ilir, Jl. Kemanggisan Ilir , Jakarta Barat , Palmerah , Kemanggisan ,2070, Jalur Hijau Jalan 
823031009,JH Pinggir Tol Merak, Jl. Tol Merak , Jakarta Barat , Palmerah , Kemanggisan ,1280, Jalur Hijau Jalan 
823031007,JH Anggrek Neli Murni, Jl. Anggrek Neli Murni , Jakarta Barat , Palmerah , Kemanggisan ,2760, Jalur Hijau Jalan 
823031005,JH Sakti, Jl. Sakti , Jakarta Barat , Palmerah , Kemanggisan ,1560, Jalur Hijau Jalan 
823031003,JH Belakang PLN, Jl. Baru , Jakarta Barat , Palmerah , Kemanggisan ,950, Jalur Hijau Jalan 
823031001,JH Kemanggisan Utara, Jl. Kemanggisan Utra , Jakarta Barat , Palmerah , Kemanggisan ,4680, Jalur Hijau Jalan 
823031010,JH Viaduct Budi Raya, Jl. Budi Raya , Jakarta Barat , Palmerah , Kemanggisan ,831, Jalur Hijau Jalan 
823031008,JH Arjuna, Jl. Arjuna , Jakarta Barat , Palmerah , Kemanggisan ,820, Jalur Hijau Jalan 
823031018,JH H. Saaman, Jl. H. Saaman , Jakarta Barat , Palmerah , Kota Bambu Selatan ,1280, Jalur Hijau Jalan 
823031013,JH Palmerah Barat, Jl. Palmerah Barat , Jakarta Barat , Palmerah , Palmerah ,1680, Jalur Hijau Jalan 
823031014,JH Palmerah Utara, Jl. Palmerah Utara , Jakarta Barat , Palmerah , Palmerah ,629, Jalur Hijau Jalan 
823031012,JH Pal Merah, Jl. Raya Pal merah , Jakarta Barat , Palmerah , Palmerah ,375, Jalur Hijau Jalan 
823031017,JH Katamso, Jl. Katamso , Jakarta Barat , Palmerah , Slipi ,2140, Jalur Hijau Jalan 
823031015,JH KS Tubun II, Jl. KS Tubun II , Jakarta Barat , Palmerah , Slipi ,880, Jalur Hijau Jalan 
823031016,JH KS Tubun III, Jl. KS Tubun III , Jakarta Barat , Palmerah , Slipi ,1560, Jalur Hijau Jalan 
823050033,JH Pancoran (Kali Krukut), Jl. Pancoran , Jakarta Barat , Taman Sari , -   ,10014, Jalur Hijau Jalan 
823050034,JH Kali Ciliwung (Kali Krukut), Jl. Gajah Mada , Jakarta Barat , Taman Sari , -   ,1652, Jalur Hijau Jalan 
823050001,JH Hanura 1, Jl. Hanura I , Jakarta Barat , Taman Sari , Krukut ,900, Jalur Hijau Jalan 
823050012,JH Buni, Jl. Buni , Jakarta Barat , Taman Sari , Mangga Besar ,1250, Jalur Hijau Jalan 
823050031,JH Mangga Besar V, Jl.Mangga Besar V , Jakarta Barat , Taman Sari , Mangga Besar ,7000, Jalur Hijau Jalan 
823050014,JH T.A.C. Jl. Kokosan, Jl. Kokosan , Jakarta Barat , Taman Sari , Mangga Besar ,357, Jalur Hijau Jalan 
823050011,JH Muda, Jl. Muda , Jakarta Barat , Taman Sari , Mangga Besar ,150, Jalur Hijau Jalan 
823050015,JH Hayam Wuruk (Keagungan), Jl. Hayam Wuruk , Jakarta Barat , Taman Sari , Mangga Besar ,1000, Jalur Hijau Jalan 
823050024,JH Ketumbar, Jl. Ketumbar , Jakarta Barat , Taman Sari , Pinangsia ,1190, Jalur Hijau Jalan 
823050022,JH Lada, Jl. Lada , Jakarta Barat , Taman Sari , Pinangsia ,1120, Jalur Hijau Jalan 
823050020,JH Kemukus, Jl. Kemukus , Jakarta Barat , Taman Sari , Pinangsia ,650, Jalur Hijau Jalan 
823050029,JH Asem Reges, Jl. Asem Reges , Jakarta Barat , Taman Sari , Pinangsia ,12500, Jalur Hijau Jalan 
823050018,JH Cengkeh (Pinangasia), Jl. Cengkeh , Jakarta Barat , Taman Sari , Pinangsia ,750, Jalur Hijau Jalan 
823050027,JH Mangga Dua Raya (Pinangsia), Jl. Mangga Dua Raya , Jakarta Barat , Taman Sari , Pinangsia ,2215, Jalur Hijau Jalan 
823050025,JH Pinangsia Timur, Jl. Pinangsia Timur , Jakarta Barat , Taman Sari , Pinangsia ,2250, Jalur Hijau Jalan 
823050023,JH Pangeran Jayakarta (Pinangsia), Jl. Pangeran Jayakarta , Jakarta Barat , Taman Sari , Pinangsia ,36924, Jalur Hijau Jalan 
823050032,JH Pintu Besar Utara, Jl.Pintu Besar Utara , Jakarta Barat , Taman Sari , Pinangsia ,1359, Jalur Hijau Jalan 
823050021,JH Pos Kota, Jl. Pos Kota , Jakarta Barat , Taman Sari , Pinangsia ,280, Jalur Hijau Jalan 
823050030,JH Asemka, Jl. Asemka , Jakarta Barat , Taman Sari , Pinangsia ,1672, Jalur Hijau Jalan 
823050019,JH Kunir, Jl. Kunir , Jakarta Barat , Taman Sari , Pinangsia ,600, Jalur Hijau Jalan 
823050028,JH Mangga Dua I, Jl. Mangga Dua I , Jakarta Barat , Taman Sari , Pinangsia ,362, Jalur Hijau Jalan 
823050017,JH Kali Besar Timur, Jl. Kali Besar Timur , Jakarta Barat , Taman Sari , Pinangsia ,3000, Jalur Hijau Jalan 
823050026,JH Pintu Besar Selatan, Jl. Pintu Besar Selatan , Jakarta Barat , Taman Sari , Pinangsia ,864, Jalur Hijau Jalan 
823050010,JH Mangga Besar 4 E, Jl. Mangga Besar 4 E , Jakarta Barat , Taman Sari , Taman Sari ,250, Jalur Hijau Jalan 
823050008,JH Mangga Besar 6, Jl. Mangga Besar 6 , Jakarta Barat , Taman Sari , Taman Sari ,750, Jalur Hijau Jalan 
823050006,JH Taman Sari Raya, Jl. Taman Sari Raya , Jakarta Barat , Taman Sari , Taman Sari ,1830, Jalur Hijau Jalan 
823050004,JH Taman Sari 4, Jl. Taman Sari 4 , Jakarta Barat , Taman Sari , Taman Sari ,750, Jalur Hijau Jalan 
823050002,JH Mangga Besar 8, Jl. Mangga Besar 8 , Jakarta Barat , Taman Sari , Taman Sari ,1875, Jalur Hijau Jalan 
823050009,JH Mangga Besar 4 D, Jl. Mangga Besar 4 D , Jakarta Barat , Taman Sari , Taman Sari ,300, Jalur Hijau Jalan 
823050007,JH Taman Sari 9, Jl. Taman Sari 9 , Jakarta Barat , Taman Sari , Taman Sari ,686, Jalur Hijau Jalan 
823050005,JH Taman Sari 4 I, Jl. Taman Sari 4 I , Jakarta Barat , Taman Sari , Taman Sari ,350, Jalur Hijau Jalan 
823050003,JH Taman Sari 10, Jl. Taman Sari 10 , Jakarta Barat , Taman Sari , Taman Sari ,2012, Jalur Hijau Jalan 
823050016,JH Mangga Besar 7, Jl. Mangga Besar 7 , Jakarta Barat , Taman Sari , Tangki ,1100, Jalur Hijau Jalan 
823040004,JH. Angke Jaya, Jl. Angke Jaya , Jakarta Barat , Tambora , Angke ,4003, Jalur Hijau Jalan 
823040019,JH. Cibubur, Jl. Cibubur , Jakarta Barat , Tambora , Duri Utara ,1471, Jalur Hijau Jalan 
823040020,JH. Duri Utara, Jl. Duri Utara , Jakarta Barat , Tambora , Duri Utara ,758, Jalur Hijau Jalan 
823040003,JH Kalimati/Jembatan Besi, Jl. Jembatan Besi , Jakarta Barat , Tambora , Jembatan Besi ,1056, Jalur Hijau Jalan 
823040017,JH. Latumenten, Jl. Latumenten , Jakarta Barat , Tambora , Jembatan Besi ,16737, Jalur Hijau Jalan 
823040007,JH. Bandengan Utara/Selatan, Jl. Bandengan Utara/Selatan , Jakarta Barat , Tambora , Pekojan ,6091, Jalur Hijau Jalan 
823040005,JH. Bandengan Utara III, Jl. Bandengan Utara III , Jakarta Barat , Tambora , Pekojan ,1238, Jalur Hijau Jalan 
823040008,JH. Pejagalan, Jl. Pejagalan , Jakarta Barat , Tambora , Pekojan ,2825, Jalur Hijau Jalan 
823040006,JH. Gedong Panjang (Pekojan), Jl. Gedong Panjang , Jakarta Barat , Tambora , Pekojan ,2920, Jalur Hijau Jalan 
823040009,JH. Kopi, Jl. Kopi (Segitiga) , Jakarta Barat , Tambora , Roa Malaka ,2467, Jalur Hijau Jalan 
823040016,JH. Kali Besar Barat/Timur, Jl. Kali Besar , Jakarta Barat , Tambora , Roa Malaka ,4169, Jalur Hijau Jalan 
823040014,JH. Perniagaan Timur, Jl. Perniagaan Timur , Jakarta Barat , Tambora , Roa Malaka ,1380, Jalur Hijau Jalan 
823040012,JH Fly Over Psr Pagi, Jl. Asemka , Jakarta Barat , Tambora , Roa Malaka ,10000, Jalur Hijau Jalan 
823040010,JH. Krendang Raya, Jl. Krendang Raya , Jakarta Barat , Tambora , Roa Malaka ,816, Jalur Hijau Jalan 
823040015,JH Roa Malaka, Jl. Roa Malaka , Jakarta Barat , Tambora , Roa Malaka ,5314, Jalur Hijau Jalan 
823040013,JH Bwh Fly Over, Jl. Asemka , Jakarta Barat , Tambora , Roa Malaka ,2993, Jalur Hijau Jalan 
823040011,JH. Tiang Bendera, Jl. Tiang Bendera , Jakarta Barat , Tambora , Roa Malaka ,1135, Jalur Hijau Jalan 
823040001,JH. Zainul Arifin (Duri Selatan), Jl. Zainul Arifin , Jakarta Barat , Tambora , Tanah Sereal ,518, Jalur Hijau Jalan 
823040002,JH Hanura II, Jl. Hanura II , Jakarta Barat , Tambora , Tanah Sereal ,900, Jalur Hijau Jalan 
21040063,JH Pramuka Sari, Jl Pramukasari , Jakarta Pusat , Cempaka Putih , -   ,1000, Jalur Hijau Jalan 
21040052,JH Laguna Indah, Jl Laguna Indah , Jakarta Pusat , Cempaka Putih , -   ,800, Jalur Hijau Jalan 
21040035,JH Cempaka Putih Tengah XXVII A, Jl Cempaka Putih Tengah XXVII A , Jakarta Pusat , Cempaka Putih , -   ,1000, Jalur Hijau Jalan 
21040024,JH Cempaka Putih Tengah X, Jl Cempaka Putih Tengah X , Jakarta Pusat , Cempaka Putih , -   ,900, Jalur Hijau Jalan 
21040061,JH Percetakan Negara VII, Jl Percetakan Negara VII , Jakarta Pusat , Cempaka Putih , -   ,800, Jalur Hijau Jalan 
21040033,JH Cempaka Putih Tengah XXVI A, Jl Cempaka Putih Tengah XXVI A , Jakarta Pusat , Cempaka Putih , -   ,450, Jalur Hijau Jalan 
21040072,JH Cempaka Putih Tengah XXVI B, Jl Cempaka Putih Tengah XXVI B , Jakarta Pusat , Cempaka Putih , -   ,400, Jalur Hijau Jalan 
21040059,JH Percetakan Negara V, Jl Percetakan Negara V , Jakarta Pusat , Cempaka Putih , -   ,800, Jalur Hijau Jalan 
21040031,JH Cempaka Putih Tengah XXII, Jl Cempaka Putih Tengah XXII , Jakarta Pusat , Cempaka Putih , -   ,624, Jalur Hijau Jalan 
21040020,JH Cempaka Putih Tengah II, Jl Cempaka Putih Tengah II , Jakarta Pusat , Cempaka Putih , -   ,900, Jalur Hijau Jalan 
21040088,JH Cempaka Putih Utara, Jl Cempaka Putih Utara , Jakarta Pusat , Cempaka Putih , -   ,1000, Jalur Hijau Jalan 
21040057,JH Percetakan Negara IX, Jl Percetakan Negara IX , Jakarta Pusat , Cempaka Putih , -   ,500, Jalur Hijau Jalan 
21040029,JH Cempaka Putih Tengah XVII, Jl Cempaka Putih Tengah XVII , Jakarta Pusat , Cempaka Putih , -   ,1300, Jalur Hijau Jalan 
21040083,JH Rawasari Selatan V, Jl Rawasari Selatan V , Jakarta Pusat , Cempaka Putih , -   ,1000, Jalur Hijau Jalan 
21040067,JH Rawasari Selatan, Jl Rawasari Selatan , Jakarta Pusat , Cempaka Putih , -   ,550, Jalur Hijau Jalan 
21040055,JH Pangkalan Asem, Jl Pangkalan Asem , Jakarta Pusat , Cempaka Putih , -   ,1500, Jalur Hijau Jalan 
